United States,Australia,{'weight': 1}
United States,Chile,{'weight': 1}
United States,Canada,{'weight': 1}
United States,Maldives,{'weight': 9}
United States,Belgium,{'weight': 1}
United States,Nepal,{'weight': 1}
United States,Peru,{'weight': 3}
United States,India,{'weight': 8}
United States,Norway,{'weight': 2}
United States,Latvia,{'weight': 1}
United States,Russia,{'weight': 5}
United States,Denmark,{'weight': 1}
United States,United Kingdom,{'weight': 15}
United States,Oman,{'weight': 2}
United States,Argentina,{'weight': 1}
United States,Mali,{'weight': 2}
United States,Pakistan,{'weight': 1}
United States,Ecuador,{'weight': 1}
United States,Asia,{'weight': 4}
United States,Spain,{'weight': 1}
United States,Switzerland,{'weight': 1}
United States,Iraq,{'weight': 1}
United States,Czech Republic (Czechia),{'weight': 1}
United States,Israel,{'weight': 1}
United States,Finland,{'weight': 1}
United States,Africa,{'weight': 9}
United States,Bahrain,{'weight': 1}
United States,Mexico,{'weight': 7}
United States,Sweden,{'weight': 1}
United States,Turkey,{'weight': 1}
United States,Vietnam,{'weight': 2}
United States,Germany,{'weight': 2}
United States,Kenya,{'weight': 1}
United States,Uruguay,{'weight': 1}
United States,Bangladesh,{'weight': 1}
United States,Europe,{'weight': 13}
United States,North America,{'weight': 1}
United States,Japan,{'weight': 3}
United States,Brazil,{'weight': 3}
United States,Chad,{'weight': 1}
United States,France,{'weight': 9}
United States,China,{'weight': 12}
United States,Bolivia,{'weight': 1}
Russia,Czech Republic (Czechia),{'weight': 1}
Russia,Argentina,{'weight': 1}
Russia,Turkey,{'weight': 1}
Russia,China,{'weight': 2}
Russia,Switzerland,{'weight': 1}
France,North America,{'weight': 1}
France,Japan,{'weight': 1}
France,United Kingdom,{'weight': 1}
France,China,{'weight': 1}
France,Europe,{'weight': 3}
France,India,{'weight': 1}
China,Japan,{'weight': 1}
China,Maldives,{'weight': 1}
China,United Kingdom,{'weight': 1}
China,Oman,{'weight': 1}
China,Turkey,{'weight': 1}
China,Argentina,{'weight': 1}
China,Europe,{'weight': 3}
China,India,{'weight': 1}
Peru,Latvia,{'weight': 1}
Iraq,Africa,{'weight': 1}
Iraq,United Kingdom,{'weight': 1}
Iraq,Oman,{'weight': 1}
Iraq,Europe,{'weight': 1}
Africa,United Kingdom,{'weight': 2}
Africa,Oman,{'weight': 1}
Africa,Chad,{'weight': 1}
Africa,Kenya,{'weight': 1}
Africa,Asia,{'weight': 1}
Africa,Europe,{'weight': 3}
Africa,India,{'weight': 1}
United Kingdom,Japan,{'weight': 2}
United Kingdom,Canada,{'weight': 1}
United Kingdom,Oman,{'weight': 1}
United Kingdom,Spain,{'weight': 1}
United Kingdom,Germany,{'weight': 1}
United Kingdom,Asia,{'weight': 2}
United Kingdom,Europe,{'weight': 5}
United Kingdom,India,{'weight': 2}
Oman,Europe,{'weight': 2}
Europe,Norway,{'weight': 2}
Europe,Asia,{'weight': 1}
Europe,North America,{'weight': 1}
Europe,Japan,{'weight': 1}
Europe,Mexico,{'weight': 2}
Europe,India,{'weight': 3}
India,Japan,{'weight': 1}
India,Pakistan,{'weight': 1}
India,Bangladesh,{'weight': 1}
Mexico,Norway,{'weight': 2}
Japan,Canada,{'weight': 1}
Pakistan,Bangladesh,{'weight': 1}
Turkey,Argentina,{'weight': 1}
Australia,Vietnam,{'weight': 1}
Sweden,Ecuador,{'weight': 1}
