Europe,Australia,{'weight': 3}
Europe,Chile,{'weight': 2}
Europe,Canada,{'weight': 3}
Europe,Maldives,{'weight': 6}
Europe,Algeria,{'weight': 1}
Europe,Hungary,{'weight': 1}
Europe,Belgium,{'weight': 1}
Europe,Italy,{'weight': 15}
Europe,Portugal,{'weight': 3}
Europe,Peru,{'weight': 6}
Europe,India,{'weight': 7}
Europe,Norway,{'weight': 3}
Europe,Russia,{'weight': 11}
Europe,Denmark,{'weight': 2}
Europe,Poland,{'weight': 5}
Europe,United Kingdom,{'weight': 41}
Europe,Ukraine,{'weight': 1}
Europe,Oman,{'weight': 8}
Europe,Austria,{'weight': 6}
Europe,Argentina,{'weight': 1}
Europe,Croatia,{'weight': 2}
Europe,Ireland,{'weight': 3}
Europe,Asia,{'weight': 15}
Europe,Spain,{'weight': 13}
Europe,Switzerland,{'weight': 2}
Europe,Georgia,{'weight': 1}
Europe,Czech Republic (Czechia),{'weight': 1}
Europe,Finland,{'weight': 1}
Europe,Africa,{'weight': 5}
Europe,Mexico,{'weight': 2}
Europe,Sweden,{'weight': 7}
Europe,Turkey,{'weight': 3}
Europe,United States,{'weight': 143}
Europe,Germany,{'weight': 25}
Europe,Uruguay,{'weight': 1}
Europe,Netherlands,{'weight': 7}
Europe,Greece,{'weight': 1}
Europe,Japan,{'weight': 4}
Europe,North America,{'weight': 5}
Europe,Brazil,{'weight': 3}
Europe,Slovakia,{'weight': 1}
Europe,France,{'weight': 29}
Europe,Romania,{'weight': 1}
Europe,China,{'weight': 11}
Europe,South America,{'weight': 1}
Oman,Czech Republic (Czechia),{'weight': 1}
Oman,Canada,{'weight': 1}
Oman,Hungary,{'weight': 1}
Oman,Turkey,{'weight': 4}
Oman,United States,{'weight': 21}
Oman,Italy,{'weight': 2}
Oman,Germany,{'weight': 1}
Oman,Peru,{'weight': 1}
Oman,Syria,{'weight': 2}
Oman,India,{'weight': 1}
Oman,Lebanon,{'weight': 1}
Oman,Russia,{'weight': 2}
Oman,Armenia,{'weight': 1}
Oman,Poland,{'weight': 1}
Oman,United Kingdom,{'weight': 3}
Oman,Ukraine,{'weight': 1}
Oman,Austria,{'weight': 1}
Oman,Jordan,{'weight': 1}
Oman,Croatia,{'weight': 1}
Oman,Slovakia,{'weight': 1}
Oman,Romania,{'weight': 3}
Oman,Ireland,{'weight': 1}
Oman,Egypt,{'weight': 1}
Oman,Spain,{'weight': 1}
United States,Australia,{'weight': 25}
United States,Maldives,{'weight': 50}
United States,Jamaica,{'weight': 3}
United States,Seychelles,{'weight': 19}
United States,Portugal,{'weight': 7}
United States,Peru,{'weight': 19}
United States,Tunisia,{'weight': 4}
