United States,Australia,{'weight': 3}
United States,Chile,{'weight': 3}
United States,Thailand,{'weight': 1}
United States,Canada,{'weight': 5}
United States,Maldives,{'weight': 20}
United States,Sierra Leone,{'weight': 1}
United States,Benin,{'weight': 1}
United States,Belgium,{'weight': 1}
United States,Italy,{'weight': 4}
United States,Nepal,{'weight': 1}
United States,Peru,{'weight': 9}
United States,Nigeria,{'weight': 2}
United States,Zimbabwe,{'weight': 1}
United States,India,{'weight': 14}
United States,Tonga,{'weight': 1}
United States,Norway,{'weight': 5}
United States,Latvia,{'weight': 1}
United States,Russia,{'weight': 12}
United States,Denmark,{'weight': 2}
United States,United Kingdom,{'weight': 33}
United States,Oman,{'weight': 3}
United States,Argentina,{'weight': 1}
United States,Mali,{'weight': 5}
United States,Pakistan,{'weight': 1}
United States,Ireland,{'weight': 1}
United States,Ecuador,{'weight': 2}
United States,Asia,{'weight': 6}
United States,Spain,{'weight': 3}
United States,Mongolia,{'weight': 1}
United States,Switzerland,{'weight': 2}
United States,Iraq,{'weight': 2}
United States,Israel,{'weight': 1}
United States,Czech Republic (Czechia),{'weight': 1}
United States,El Salvador,{'weight': 1}
United States,Finland,{'weight': 2}
United States,Africa,{'weight': 21}
United States,Bahrain,{'weight': 1}
United States,Mexico,{'weight': 12}
United States,Sweden,{'weight': 2}
United States,Turkey,{'weight': 2}
United States,Ghana,{'weight': 1}
United States,Vietnam,{'weight': 2}
United States,Germany,{'weight': 11}
United States,Kenya,{'weight': 2}
United States,Bangladesh,{'weight': 1}
United States,Uruguay,{'weight': 1}
United States,Europe,{'weight': 39}
United States,Netherlands,{'weight': 1}
United States,Greece,{'weight': 2}
United States,Japan,{'weight': 8}
United States,New Zealand,{'weight': 1}
United States,North America,{'weight': 1}
United States,Niger,{'weight': 2}
United States,Brazil,{'weight': 4}
United States,Iceland,{'weight': 1}
United States,Chad,{'weight': 1}
United States,Vanuatu,{'weight': 1}
United States,France,{'weight': 23}
United States,Afghanistan,{'weight': 1}
United States,China,{'weight': 24}
United States,Bolivia,{'weight': 1}
United States,South America,{'weight': 1}
China,Asia,{'weight': 1}
China,Russia,{'weight': 4}
China,Japan,{'weight': 1}
China,Maldives,{'weight': 2}
China,United Kingdom,{'weight': 2}
China,Oman,{'weight': 1}
China,Turkey,{'weight': 1}
China,Argentina,{'weight': 1}
China,France,{'weight': 3}
China,Ecuador,{'weight': 1}
China,Peru,{'weight': 1}
China,Europe,{'weight': 4}
China,India,{'weight': 2}
France,Iraq,{'weight': 1}
France,Maldives,{'weight': 2}
France,Africa,{'weight': 1}
